"time","a1.vc.v_stim","a2.vc.v_stim","a3.vc.v_stim","b1.vc.v_stim","b2.vc.v_stim","b3.vc.v_stim","c1.vc.v_stim","c2.vc.v_stim","c3.vc.v_stim","d1.vc.v_stim","d2.vc.v_stim","d3.vc.v_stim","a1.naca.i_ion","a2.naca.i_ion","a3.naca.i_ion","b1.naca.i_ion","b2.naca.i_ion","b3.naca.i_ion","c1.naca.i_ion","c2.naca.i_ion","c3.naca.i_ion","d1.naca.i_ion","d2.naca.i_ion","d3.naca.i_ion","a1.naca.i","a1.vc.v","a2.naca.i","a2.vc.v","a3.naca.i","a3.vc.v","b1.naca.i","b1.vc.v","b2.naca.i","b2.vc.v","b3.naca.i","b3.vc.v","c1.naca.i","c1.vc.v","c2.naca.i","c2.vc.v","c3.naca.i","c3.vc.v","d1.naca.i","d1.vc.v","d2.naca.i","d2.vc.v","d3.naca.i","d3.vc.v"
180,0.03999999999999999,0.03999999999999999,0.03999999999999999,0.03999999999999999,0.03999999999999999,0.03999999999999999,0.03999999999999999,0.03999999999999999,0.03999999999999999,0.03999999999999999,0.03999999999999999,0.03999999999999999,1.123946534731277e-10,7.10863181871431e-11,1.183275607816095e-11,4.267430543977585e-11,3.86279942380799e-11,1.541886258858574e-11,-1.715130328375772e-11,-3.003689672594221e-12,-5.084922605303775e-13,-4.469492084055122e-11,-3.153433929193209e-11,-1.485580356332011e-11,1.123946534731277e-10,0.03999999999999999,7.10863181871431e-11,0.03999999999999999,1.183275607816095e-11,0.03999999999999999,4.267430543977585e-11,0.03999999999999999,3.86279942380799e-11,0.03999999999999999,1.541886258858574e-11,0.03999999999999999,-1.715130328375772e-11,0.03999999999999999,-3.003689672594221e-12,0.03999999999999999,-5.084922605303775e-13,0.03999999999999999,-4.469492084055122e-11,0.03999999999999999,-3.153433929193209e-11,0.03999999999999999,-1.485580356332011e-11,0.03999999999999999
181,0.04099999999999999,0.04099999999999999,0.04099999999999999,0.04099999999999999,0.04099999999999999,0.04099999999999999,0.04099999999999999,0.04099999999999999,0.04099999999999999,0.04099999999999999,0.04099999999999999,0.04099999999999999,1.130281845860275e-10,7.176064027856212e-11,1.201094802724893e-11,4.284065324237514e-11,3.881532910015512e-11,1.557834361978397e-11,-1.701834355900147e-11,-2.932360809399204e-12,-4.941987510426583e-13,-4.427033103780488e-11,-3.115505169724382e-11,-1.457924448867012e-11,1.130281845860275e-10,0.04099999999999999,7.176064027856212e-11,0.04099999999999999,1.201094802724893e-11,0.04099999999999999,4.284065324237514e-11,0.04099999999999999,3.881532910015512e-11,0.04099999999999999,1.557834361978397e-11,0.04099999999999999,-1.701834355900147e-11,0.04099999999999999,-2.932360809399204e-12,0.04099999999999999,-4.941987510426583e-13,0.04099999999999999,-4.427033103780488e-11,0.04099999999999999,-3.115505169724382e-11,0.04099999999999999,-1.457924448867012e-11,0.04099999999999999
182,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,1.136602794669073e-10,7.243690974563015e-11,1.219139584016255e-11,4.300628980435611e-11,3.900203702969719e-11,1.573869812755335e-11,-1.688599149207404e-11,-2.862241531905058e-12,-4.802444926720574e-13,-4.384827824867725e-11,-3.077832691924469e-11,-1.430552863524253e-11,1.136602794669073e-10,0.042,7.243690974563015e-11,0.042,1.219139584016255e-11,0.042,4.300628980435611e-11,0.042,3.900203702969719e-11,0.042,1.573869812755335e-11,0.042,-1.688599149207404e-11,0.042,-2.862241531905058e-12,0.042,-4.802444926720574e-13,0.042,-4.384827824867725e-11,0.042,-3.077832691924469e-11,0.042,-1.430552863524253e-11,0.042
183,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,1.142908953938005e-10,7.311506310994138e-11,1.237411870702929e-11,4.317121049859509e-11,3.918810928165189e-11,1.589991853600091e-11,-1.675424759255082e-11,-2.793328244036559e-12,-4.666240766281189e-13,-4.342876859849938e-11,-3.040417603220599e-11,-1.40346820450057e-11,1.142908953938005e-10,0.043,7.311506310994138e-11,0.043,1.237411870702929e-11,0.043,4.317121049859509e-11,0.043,3.918810928165189e-11,0.043,1.589991853600091e-11,0.043,-1.675424759255082e-11,0.043,-2.793328244036559e-12,0.043,-4.666240766281189e-13,0.043,-4.342876859849938e-11,0.043,-3.040417603220599e-11,0.043,-1.40346820450057e-11,0.043
184,0.04399999999999998,0.04399999999999998,0.04399999999999998,0.04399999999999998,0.04399999999999998,0.04399999999999998,0.04399999999999998,0.04399999999999998,0.04399999999999998,0.04399999999999998,0.04399999999999998,0.04399999999999998,1.149199902178953e-10,7.379503639278771e-11,1.255913577636193e-11,4.333541084888257e-11,3.937353729790156e-11,1.606199708493208e-11,-1.662311235874255e-11,-2.725616798630212e-12,-4.533320723365014e-13,-4.301180790583571e-11,-3.003260978701673e-11,-1.376672980522465e-11,1.149199902178953e-10,0.04399999999999998,7.379503639278771e-11,0.04399999999999998,1.255913577636193e-11,0.04399999999999998,4.333541084888257e-11,0.04399999999999998,3.937353729790156e-11,0.04399999999999998,1.606199708493208e-11,0.04399999999999998,-1.662311235874255e-11,0.04399999999999998,-2.725616798630212e-12,0.04399999999999998,-4.533320723365014e-13,0.04399999999999998,-4.301180790583571e-11,0.04399999999999998,-3.003260978701673e-11,0.04399999999999998,-1.376672980522465e-11,0.04399999999999998
185,0.04499999999999998,0.04499999999999998,0.04499999999999998,0.04499999999999998,0.04499999999999998,0.04499999999999998,0.04499999999999998,0.04499999999999998,0.04499999999999998,0.04499999999999998,0.04499999999999998,0.04499999999999998,1.155475223721145e-10,7.447676514097426e-11,1.274646614966695e-11,4.349888652896233e-11,3.955831270737013e-11,1.622492583127674e-11,-1.649258627746983e-11,-2.659102506235361e-12,-4.403630324890835e-13,-4.259740168275211e-11,-2.966363860666289e-11,-1.350169601345136e-11,1.155475223721145e-10,0.04499999999999998,7.447676514097426e-11,0.04499999999999998,1.274646614966695e-11,0.04499999999999998,4.349888652896233e-11,0.04499999999999998,3.955831270737013e-11,0.04499999999999998,1.622492583127674e-11,0.04499999999999998,-1.649258627746983e-11,0.04499999999999998,-2.659102506235361e-12,0.04499999999999998,-4.403630324890835e-13,0.04499999999999998,-4.259740168275211e-11,0.04499999999999998,-2.966363860666289e-11,0.04499999999999998,-1.350169601345136e-11,0.04499999999999998
186,0.04599999999999999,0.04599999999999999,0.04599999999999999,0.04599999999999999,0.04599999999999999,0.04599999999999999,0.04599999999999999,0.04599999999999999,0.04599999999999999,0.04599999999999999,0.04599999999999999,0.04599999999999999,1.161734508793079e-10,7.516018445292417e-11,1.293612887596625e-11,4.366163336152909e-11,3.97424273260443e-11,1.638869665060297e-11,-1.636266982383475e-11,-2.593780144720028e-12,-4.277114979745461e-13,-4.218555513517016e-11,-2.929727258181473e-11,-1.323960374366318e-11,1.161734508793079e-10,0.04599999999999999,7.516018445292417e-11,0.04599999999999999,1.293612887596625e-11,0.04599999999999999,4.366163336152909e-11,0.04599999999999999,3.97424273260443e-11,0.04599999999999999,1.638869665060297e-11,0.04599999999999999,-1.636266982383475e-11,0.04599999999999999,-2.593780144720028e-12,0.04599999999999999,-4.277114979745461e-13,0.04599999999999999,-4.218555513517016e-11,0.04599999999999999,-2.929727258181473e-11,0.04599999999999999,-1.323960374366318e-11,0.04599999999999999
187,0.04699999999999999,0.04699999999999999,0.04699999999999999,0.04699999999999999,0.04699999999999999,0.04699999999999999,0.04699999999999999,0.04699999999999999,0.04699999999999999,0.04699999999999999,0.04699999999999999,0.04699999999999999,1.167977353600562e-10,7.584522900505016e-11,1.312814294623187e-11,4.382364731718589e-11,3.992587315691251e-11,1.655330123871813e-11,-1.623336346098969e-11,-2.529643969647456e-12,-4.153720026837719e-13,-4.177627316330731e-11,-2.893352146652642e-11,-1.29804750136392e-11,1.167977353600562e-10,0.04699999999999999,7.584522900505016e-11,0.04699999999999999,1.312814294623187e-11,0.04699999999999999,4.382364731718589e-11,0.04699999999999999,3.992587315691251e-11,0.04699999999999999,1.655330123871813e-11,0.04699999999999999,-1.623336346098969e-11,0.04699999999999999,-2.529643969647456e-12,0.04699999999999999,-4.153720026837719e-13,0.04699999999999999,-4.177627316330731e-11,0.04699999999999999,-2.893352146652642e-11,0.04699999999999999,-1.29804750136392e-11,0.04699999999999999
188,0.04799999999999999,0.04799999999999999,0.04799999999999999,0.04799999999999999,0.04799999999999999,0.04799999999999999,0.04799999999999999,0.04799999999999999,0.04799999999999999,0.04799999999999999,0.04799999999999999,0.04799999999999999,1.17420336040088e-10,7.653183307837006e-11,1.332252728773595e-11,4.398492451336287e-11,4.010864238982326e-11,1.671873111335657e-11,-1.610466763990351e-11,-2.466687725387402e-12,-4.033390781849189e-13,-4.136956036220253e-11,-2.85723946740525e-11,-1.272433075366165e-11,1.17420336040088e-10,0.04799999999999999,7.653183307837006e-11,0.04799999999999999,1.332252728773595e-11,0.04799999999999999,4.398492451336287e-11,0.04799999999999999,4.010864238982326e-11,0.04799999999999999,1.671873111335657e-11,0.04799999999999999,-1.610466763990351e-11,0.04799999999999999,-2.466687725387402e-12,0.04799999999999999,-4.033390781849189e-13,0.04799999999999999,-4.136956036220253e-11,0.04799999999999999,-2.85723946740525e-11,0.04799999999999999,-1.272433075366165e-11,0.04799999999999999
189,0.04899999999999999,0.04899999999999999,0.04899999999999999,0.04899999999999999,0.04899999999999999,0.04899999999999999,0.04899999999999999,0.04899999999999999,0.04899999999999999,0.04899999999999999,0.04899999999999999,0.04899999999999999,1.180412137573083e-10,7.721993058534228e-11,1.351930075831574e-11,4.414546121319848e-11,4.029072740126423e-11,1.688497761595356e-11,-1.597658279912511e-11,-2.404904656924543e-12,-3.916072582635793e-13,-4.096542102232658e-11,-2.82139012727851e-11,-1.247119077662638e-11,1.180412137573083e-10,0.04899999999999999,7.721993058534228e-11,0.04899999999999999,1.351930075831574e-11,0.04899999999999999,4.414546121319848e-11,0.04899999999999999,4.029072740126423e-11,0.04899999999999999,1.688497761595356e-11,0.04899999999999999,-1.597658279912511e-11,0.04899999999999999,-2.404904656924543e-12,0.04899999999999999,-3.916072582635793e-13,0.04899999999999999,-4.096542102232658e-11,0.04899999999999999,-2.82139012727851e-11,0.04899999999999999,-1.247119077662638e-11,0.04899999999999999
190,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,1.186603299684385e-10,7.790945509689823e-11,1.37184821405554e-11,4.430525382438481e-11,4.047212075406402e-11,1.705203191350441e-11,-1.584910936454459e-11,-2.344287522324853e-12,-3.801710833239424e-13,-4.056385913027658e-11,-2.785804998231634e-11,-1.222107374964351e-11,1.186603299684385e-10,0.04999999999999999,7.790945509689823e-11,0.04999999999999999,1.37184821405554e-11,0.04999999999999999,4.430525382438481e-11,0.04999999999999999,4.047212075406402e-11,0.04999999999999999,1.705203191350441e-11,0.04999999999999999,-1.584910936454459e-11,0.04999999999999999,-2.344287522324853e-12,0.04999999999999999,-3.801710833239424e-13,0.04999999999999999,-4.056385913027658e-11,0.04999999999999999,-2.785804998231634e-11,0.04999999999999999,-1.222107374964351e-11,0.04999999999999999
191,0.05099999999999999,0.05099999999999999,0.05099999999999999,0.05099999999999999,0.05099999999999999,0.05099999999999999,0.05099999999999999,0.05099999999999999,0.05099999999999999,0.05099999999999999,0.05099999999999999,0.05099999999999999,1.192776467552715e-10,7.860033986964754e-11,1.392009013588524e-11,4.446429889797818e-11,4.065281519701798e-11,1.721988500050829e-11,-1.572224774915198e-11,-2.284828605819433e-12,-3.690251046474076e-13,-4.01648783695541e-11,-2.750484916962998e-11,-1.197399716720526e-11,1.192776467552715e-10,0.05099999999999999,7.860033986964754e-11,0.05099999999999999,1.392009013588524e-11,0.05099999999999999,4.446429889797818e-11,0.05099999999999999,4.065281519701798e-11,0.05099999999999999,1.721988500050829e-11,0.05099999999999999,-1.572224774915198e-11,0.05099999999999999,-2.284828605819433e-12,0.05099999999999999,-3.690251046474076e-13,0.05099999999999999,-4.01648783695541e-11,0.05099999999999999,-2.750484916962998e-11,0.05099999999999999,-1.197399716720526e-11,0.05099999999999999
192,0.05199999999999999,0.05199999999999999,0.05199999999999999,0.05199999999999999,0.05199999999999999,0.05199999999999999,0.05199999999999999,0.05199999999999999,0.05199999999999999,0.05199999999999999,0.05199999999999999,0.05199999999999999,1.198931268305397e-10,7.92925178732325e-11,1.412414335860031e-11,4.462259312717633e-11,4.083280366443991e-11,1.738852770099557e-11,-1.55959983527938e-11,-2.226519731464196e-12,-3.581638885055935e-13,-3.976848212142609e-11,-2.715430684542618e-11,-1.172997732599428e-11,1.198931268305397e-10,0.05199999999999999,7.92925178732325e-11,0.05199999999999999,1.412414335860031e-11,0.05199999999999999,4.462259312717633e-11,0.05199999999999999,4.083280366443991e-11,0.05199999999999999,1.738852770099557e-11,0.05199999999999999,-1.55959983527938e-11,0.05199999999999999,-2.226519731464196e-12,0.05199999999999999,-3.581638885055935e-13,0.05199999999999999,-3.976848212142609e-11,0.05199999999999999,-2.715430684542618e-11,0.05199999999999999,-1.172997732599428e-11,0.05199999999999999
193,0.05299999999999999,0.05299999999999999,0.05299999999999999,0.05299999999999999,0.05299999999999999,0.05299999999999999,0.05299999999999999,0.05299999999999999,0.05299999999999999,0.05299999999999999,0.05299999999999999,0.05299999999999999,1.205067335433994e-10,7.998592181780733e-11,1.433066032979838e-11,4.478013334606375e-11,4.101207927564138e-11,1.755795067063812e-11,-1.547036156192747e-11,-2.169352277332817e-12,-3.475820201251804e-13,-3.937467346586782e-11,-2.680643066058339e-11,-1.14890293014013e-11,1.205067335433994e-10,0.05299999999999999,7.998592181780733e-11,0.05299999999999999,1.433066032979838e-11,0.05299999999999999,4.478013334606375e-11,0.05299999999999999,4.101207927564138e-11,0.05299999999999999,1.755795067063812e-11,0.05299999999999999,-1.547036156192747e-11,0.05299999999999999,-2.169352277332817e-12,0.05299999999999999,-3.475820201251804e-13,0.05299999999999999,-3.937467346586782e-11,0.05299999999999999,-2.680643066058339e-11,0.05299999999999999,-1.14890293014013e-11,0.05299999999999999
194,0.05399999999999999,0.05399999999999999,0.05399999999999999,0.05399999999999999,0.05399999999999999,0.05399999999999999,0.05399999999999999,0.05399999999999999,0.05399999999999999,0.05399999999999999,0.05399999999999999,0.05399999999999999,1.211184308845332e-10,8.068048418161833e-11,1.453965947123955e-11,4.493691652832636e-11,4.119063533434019e-11,1.772814439894117e-11,-1.534533774937367e-11,-2.113317190199665e-12,-3.372741075025069e-13,-3.89834551825874e-11,-2.646122790276123e-11,-1.125116692581636e-11,1.211184308845332e-10,0.05399999999999999,8.068048418161833e-11,0.05399999999999999,1.453965947123955e-11,0.05399999999999999,4.493691652832636e-11,0.05399999999999999,4.119063533434019e-11,0.05399999999999999,1.772814439894117e-11,0.05399999999999999,-1.534533774937367e-11,0.05399999999999999,-2.113317190199665e-12,0.05399999999999999,-3.372741075025069e-13,0.05399999999999999,-3.89834551825874e-11,0.05399999999999999,-2.646122790276123e-11,0.05399999999999999,-1.125116692581636e-11,0.05399999999999999
195,0.05499999999999999,0.05499999999999999,0.05499999999999999,0.05499999999999999,0.05499999999999999,0.05499999999999999,0.05499999999999999,0.05499999999999999,0.05499999999999999,0.05499999999999999,0.05499999999999999,0.05499999999999999,1.217281834908719e-10,8.137613723866127e-11,1.475115909912926e-11,4.509293978593671e-11,4.136846532799989e-11,1.789909921151588e-11,-1.522092727406687e-11,-2.058405000668798e-12,-3.272347850662981e-13,-3.859482975213057e-11,-2.611870549314775e-11,-1.101640276875292e-11,1.217281834908719e-10,0.05499999999999999,8.137613723866127e-11,0.05499999999999999,1.475115909912926e-11,0.05499999999999999,4.509293978593671e-11,0.05499999999999999,4.136846532799989e-11,0.05499999999999999,1.789909921151588e-11,0.05499999999999999,-1.522092727406687e-11,0.05499999999999999,-2.058405000668798e-12,0.05499999999999999,-3.272347850662981e-13,0.05499999999999999,-3.859482975213057e-11,0.05499999999999999,-2.611870549314775e-11,0.05499999999999999,-1.101640276875292e-11,0.05499999999999999
196,0.05599999999999999,0.05599999999999999,0.05599999999999999,0.05599999999999999,0.05599999999999999,0.05599999999999999,0.05599999999999999,0.05599999999999999,0.05599999999999999,0.05599999999999999,0.05599999999999999,0.05599999999999999,1.22335956649939e-10,8.207281308639053e-11,1.49651774178249e-11,4.52482003678114e-11,4.154556292710213e-11,1.807080527243142e-11,-1.509713048080402e-11,-2.004605838704841e-12,-3.174587171873562e-13,-3.820879935706522e-11,-2.577886998335522e-11,-1.078474811885892e-11,1.22335956649939e-10,0.05599999999999999,8.207281308639053e-11,0.05599999999999999,1.49651774178249e-11,0.05599999999999999,4.52482003678114e-11,0.05599999999999999,4.154556292710213e-11,0.05599999999999999,1.807080527243142e-11,0.05599999999999999,-1.509713048080402e-11,0.05599999999999999,-2.004605838704841e-12,0.05599999999999999,-3.174587171873562e-13,0.05599999999999999,-3.820879935706522e-11,0.05599999999999999,-2.577886998335522e-11,0.05599999999999999,-1.078474811885892e-11,0.05599999999999999
197,0.05699999999999998,0.05699999999999998,0.05699999999999998,0.05699999999999998,0.05699999999999998,0.05699999999999998,0.05699999999999998,0.05699999999999998,0.05699999999999998,0.05699999999999998,0.05699999999999998,0.05699999999999998,1.2294171630382e-10,8.277044367345772e-11,1.518173251346885e-11,4.540269565844161e-11,4.172192198435346e-11,1.824325258664536e-11,-1.497394769999168e-11,-1.951909449521268e-12,-3.079406015344693e-13,-3.782536588324478e-11,-2.54417275524674e-11,-1.055621296786364e-11,1.2294171630382e-10,0.05699999999999998,8.277044367345772e-11,0.05699999999999998,1.518173251346885e-11,0.05699999999999998,4.540269565844161e-11,0.05699999999999998,4.172192198435346e-11,0.05699999999999998,1.824325258664536e-11,0.05699999999999998,-1.497394769999168e-11,0.05699999999999998,-1.951909449521268e-12,0.05699999999999998,-3.079406015344693e-13,0.05699999999999998,-3.782536588324478e-11,0.05699999999999998,-2.54417275524674e-11,0.05699999999999998,-1.055621296786364e-11,0.05699999999999998
198,0.05799999999999998,0.05799999999999998,0.05799999999999998,0.05799999999999998,0.05799999999999998,0.05799999999999998,0.05799999999999998,0.05799999999999998,0.05799999999999998,0.05799999999999998,0.05799999999999998,0.05799999999999998,1.235454290527604e-10,8.346896082745412e-11,1.540084234754931e-11,4.555642317649831e-11,4.189753653382846e-11,1.841643100251094e-11,-1.485137924739161e-11,-1.900305209781724e-12,-2.986751722762076e-13,-3.74445309211493e-11,-2.510728400424181e-11,-1.033080599650303e-11,1.235454290527604e-10,0.05799999999999998,8.346896082745412e-11,0.05799999999999998,1.540084234754931e-11,0.05799999999999998,4.555642317649831e-11,0.05799999999999998,4.189753653382846e-11,0.05799999999999998,1.841643100251094e-11,0.05799999999999998,-1.485137924739161e-11,0.05799999999999998,-1.900305209781724e-12,0.05799999999999998,-2.986751722762076e-13,0.05799999999999998,-3.74445309211493e-11,0.05799999999999998,-2.510728400424181e-11,0.05799999999999998,-1.033080599650303e-11,0.05799999999999998
